Candidate ID Number,Position Title,Department,Furthest Recruiting Stage Reached,Date of Application,Application Source,Years of Experience,Candidate Type,Degree,School,Major,Degree.1,School.1,Major.1,Degree.2,School.2,Major.2,Degree.3,School.3,Major.3,Highest Degree Level,Associated School,Associated Major,Offer Decision
872376,Finance Manager,Finance,New Application,2016-04-23,Website,5,Experienced,Bachelors,University of Michigan,Sociology,,,,,,,,,,Bachelors,University of Michigan,Sociology,
883581,Account Executive,Sales,New Application,2017-01-30,Advertisement,7,Experienced,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
4417409,System Engineer,Engineering,New Application,2017-10-17,Campus Job Board,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,,Bachelors,Vanderbilt,Statistics,
488837,Associate Relationship Manager,Sales,New Application,2017-01-03,Campus Job Board,0,Campus,Masters,MIT,Computer Science,Bachelors,Columbia,Computer Science,,,,,,,Masters,MIT,Computer Science,
6377006,System Engineer,Engineering,Phone Screen,2017-03-19,Campus Job Board,0,Campus,PhD,Columbia,Computer Science,Masters,UC Berkeley,Economics,Bachelors,MIT,Statistics,,,,PhD,Columbia,Computer Science,
294227,IT Analyst,IT,New Application,2016-01-18,Website,0,Campus,Bachelors,UC Berkeley,Economics,,,,,,,,,,Bachelors,UC Berkeley,Economics,
34343,System Engineer,Engineering,New Application,2016-03-08,Advertisement,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,,Bachelors,University of Michigan,Statistics,
6351827,System Engineer,Engineering,New Application,2018-11-14,Campus Event,2,Campus,PhD,UC Berkeley,Mathematics,Masters,Harvard,Computer Science,Bachelors,University of Texas,Computer Science,,,,PhD,UC Berkeley,Mathematics,
246336,Business Operations Manager,Operations,New Application,2017-05-29,Agency,7,Experienced,Bachelors,Vanderbilt,English,Bachelors,Harvard,English,,,,,,,Bachelors,Vanderbilt,English,
39593,System Engineer,Engineering,New Application,2018-08-02,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
6077949,Associate Relationship Manager,Sales,Phone Screen,2016-09-30,Campus Job Board,1,Campus,Bachelors,University of Texas,Computer Science,Bachelors,Vanderbilt,English,,,,,,,Bachelors,University of Texas,Computer Science,
5595911,Associate Relationship Manager,Sales,New Application,2018-01-22,Campus Job Board,2,Campus,Masters,UC Berkeley,Mathematics,Bachelors,NYU,Political Science,Bachelors,NYU,Economics,,,,Masters,UC Berkeley,Mathematics,
6080099,Finance Manager,Finance,Phone Screen,2017-06-28,Website,4,Experienced,Bachelors,UC Berkeley,English,,,,,,,,,,Bachelors,UC Berkeley,English,
6222527,Account Executive,Sales,New Application,2017-08-06,Website,7,Experienced,PhD,Columbia,Management,Bachelors,NYU,Business,,,,,,,PhD,Columbia,Management,
5533116,UX Designer,Product,New Application,2016-03-24,Career Fair,8,Experienced,Bachelors,UC Berkeley,Economics,,,,,,,,,,Bachelors,UC Berkeley,Economics,
176492,Associate Product Manager,Product,New Application,2018-11-15,Advertisement,0,Campus,Bachelors,Vanderbilt,Mathematics,,,,,,,,,,Bachelors,Vanderbilt,Mathematics,
389859,Finance Manager,Finance,New Application,2018-03-01,Agency,7,Experienced,Bachelors,NYU,Business,,,,,,,,,,Bachelors,NYU,Business,
3440192,Sr. Business Analyst,IT,New Application,2017-07-13,Advertisement,12,Experienced,Masters,University of Michigan,Mathematics,Bachelors,University of Washington,Political Science,Bachelors,University of Washington,Sociology,,,,Masters,University of Michigan,Mathematics,
4148546,Operations Coordinator,Operations,New Application,2018-10-12,Campus Event,0,Campus,Bachelors,University of Michigan,Political Science,,,,,,,,,,Bachelors,University of Michigan,Political Science,
2415281,System Engineer,Engineering,New Application,2016-09-11,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Economics,,,,,,,,,,Bachelors,UC Berkeley,Economics,
6074849,Associate Relationship Manager,Sales,Phone Screen,2017-12-21,Campus Event,1,Campus,Bachelors,University of Michigan,Political Science,Bachelors,Harvard,Music,,,,,,,Bachelors,University of Michigan,Political Science,
25495,Account Executive,Sales,New Application,2017-03-03,Agency,6,Experienced,Bachelors,University of Texas,Political Science,Bachelors,NYU,Economics,,,,,,,Bachelors,University of Texas,Political Science,Offer Declined
1419209,Associate Relationship Manager,Sales,New Application,2017-09-22,Campus Job Board,0,Campus,Bachelors,MIT,Physics,,,,,,,,,,Bachelors,MIT,Physics,
3708911,Account Executive,Sales,New Application,2017-03-12,Advertisement,8,Experienced,Bachelors,Columbia,Mathematics,PhD,Columbia,Statistics,,,,,,,PhD,Columbia,Statistics,
6149441,System Engineer,Engineering,Phone Screen,2017-12-31,Campus Event,1,Campus,PhD,NYU,Economics,Masters,Harvard,Economics,Bachelors,Harvard,Computer Science,Bachelors,Harvard,Computer Science,PhD,NYU,Economics,
1246784,Financial Analyst,Finance,New Application,2017-03-17,Campus Job Board,0,Campus,Bachelors,NYU,Economics,,,,,,,,,,Bachelors,NYU,Economics,
7316,IT Analyst,IT,New Application,2018-08-18,Career Fair,0,Campus,Bachelors,UC Berkeley,Computer Science,,,,,,,,,,Bachelors,UC Berkeley,Computer Science,
6035246,Associate Product Manager,Product,New Application,2017-10-07,Campus Job Board,0,Campus,Bachelors,University of Texas,Computer Science,,,,,,,,,,Bachelors,University of Texas,Computer Science,
3877334,UX Designer,Product,New Application,2017-08-16,Advertisement,5,Experienced,Masters,Harvard,Statistics,Bachelors,NYU,Statistics,,,,,,,Masters,Harvard,Statistics,
115517,Finance Manager,Finance,New Application,2016-04-28,Website,5,Experienced,PhD,Harvard,Sociology,Bachelors,Harvard,Management,,,,,,,PhD,Harvard,Sociology,
5612496,System Engineer,Engineering,New Application,2018-12-02,Campus Job Board,0,Campus,Masters,Columbia,Mathematics,Bachelors,Columbia,English,Bachelors,Columbia,Statistics,,,,Masters,Columbia,Mathematics,
94700,System Engineer,Engineering,New Application,2016-10-25,Website,0,Campus,Bachelors,Harvard,Mathematics,,,,,,,,,,Bachelors,Harvard,Mathematics,
1538621,Operations Coordinator,Operations,New Application,2018-01-20,Advertisement,2,Campus,PhD,University of Texas,Computer Science,Bachelors,MIT,Physics,,,,,,,PhD,University of Texas,Computer Science,
6267572,Associate Product Manager,Product,Phone Screen,2016-10-13,Campus Job Board,0,Campus,Bachelors,Columbia,Economics,,,,,,,,,,Bachelors,Columbia,Economics,
26414,Sr. Product Manager,Product,Offer Accepted,2018-02-07,Agency,6,Experienced,Bachelors,UC Berkeley,Computer Science,,,,,,,,,,Bachelors,UC Berkeley,Computer Science,Offer Accepted
2886576,Associate Relationship Manager,Sales,New Application,2018-08-16,Campus Event,2,Campus,Bachelors,MIT,Mathematics,Bachelors,University of Texas,Business,,,,,,,Bachelors,MIT,Mathematics,
6322061,System Engineer,Engineering,Phone Screen,2018-09-18,Advertisement,0,Campus,Bachelors,Vanderbilt,Statistics,PhD,University of Texas,Economics,,,,,,,PhD,University of Texas,Economics,
419366,Associate Product Manager,Product,New Application,2017-03-27,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,,Bachelors,UC Berkeley,Statistics,
1750976,Operations Generalist,Operations,New Application,2017-12-19,Campus Job Board,0,Campus,Bachelors,UC Berkeley,Statistics,,,,,,,,,,Bachelors,UC Berkeley,Statistics,
6091724,System Engineer,Engineering,Phone Screen,2017-12-06,Advertisement,4,Campus,PhD,Harvard,Statistics,Bachelors,Harvard,Computer Science,,,,,,,PhD,Harvard,Statistics,
121871,System Engineer,Engineering,New Application,2018-03-02,Campus Job Board,1,Campus,PhD,Columbia,Computer Science,Bachelors,Columbia,Computer Science,,,,,,,PhD,Columbia,Computer Science,
184766,System Engineer,Engineering,New Application,2018-01-10,Campus Job Board,1,Campus,Masters,Columbia,Statistics,Bachelors,Columbia,Computer Science,Bachelors,Columbia,Physics,,,,Masters,Columbia,Statistics,
6131507,System Engineer,Engineering,Phone Screen,2016-02-03,Website,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
6117152,System Engineer,Engineering,Phone Screen,2018-11-28,Website,1,Campus,PhD,University of Texas,Statistics,Bachelors,Vanderbilt,Physics,,,,,,,PhD,University of Texas,Statistics,
5605859,Associate Product Manager,Product,New Application,2016-02-15,Campus Event,0,Campus,Bachelors,Harvard,English,,,,,,,,,,Bachelors,Harvard,English,
12195,System Engineer,Engineering,New Application,2016-02-12,Career Fair,0,Campus,Bachelors,University of Texas,Physics,,,,,,,,,,Bachelors,University of Texas,Physics,
1325222,Associate Relationship Manager,Sales,New Application,2017-03-17,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,,Bachelors,Harvard,Economics,
5103659,System Engineer,Engineering,New Application,2017-10-25,Campus Job Board,0,Campus,Bachelors,MIT,Computer Science,,,,,,,,,,Bachelors,MIT,Computer Science,
2050307,Associate Relationship Manager,Sales,New Application,2016-01-31,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,,,,,,,,,,Bachelors,Georgia Tech,Computer Science,
6366957,System Engineer,Engineering,Phone Screen,2016-02-05,Advertisement,0,Campus,Masters,Harvard,English,Bachelors,University of Texas,Computer Science,PhD,NYU,Computer Science,PhD,Harvard,Computer Science,PhD,NYU,Computer Science,
6083927,System Engineer,Engineering,New Application,2017-11-23,Career Fair,2,Campus,Bachelors,Vanderbilt,Statistics,Masters,Georgia Tech,Computer Science,Masters,Georgia Tech,Computer Science,,,,Masters,Georgia Tech,Computer Science,
169022,Associate Product Manager,Product,New Application,2016-10-10,Campus Event,2,Campus,PhD,MIT,Business,Bachelors,MIT,Political Science,,,,,,,PhD,MIT,Business,
161795,System Engineer,Engineering,New Application,2017-01-20,Campus Job Board,0,Campus,Bachelors,Harvard,Physics,,,,,,,,,,Bachelors,Harvard,Physics,
4231457,Associate Relationship Manager,Sales,In-House Interview,2016-12-11,Website,1,Campus,Masters,Vanderbilt,Statistics,Bachelors,University of Texas,Physics,Bachelors,University of Texas,Statistics,,,,Masters,Vanderbilt,Statistics,
5639084,UX Designer,Product,In-House Interview,2018-12-11,Agency,3,Experienced,Masters,University of Washington,Computer Science,Bachelors,MIT,Computer Science,,,,,,,Masters,University of Washington,Computer Science,Offer Accepted
37710,Operations Coordinator,Operations,New Application,2016-12-07,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
1749161,IT Analyst,IT,New Application,2018-01-06,Campus Job Board,0,Campus,Bachelors,MIT,Statistics,,,,,,,,,,Bachelors,MIT,Statistics,
1872977,Associate Relationship Manager,Sales,New Application,2018-12-04,Campus Job Board,1,Campus,Masters,NYU,Statistics,Bachelors,MIT,Business,Bachelors,MIT,English,,,,Masters,NYU,Statistics,
193907,System Engineer,Engineering,New Application,2017-02-22,Campus Job Board,0,Campus,Bachelors,Georgia Tech,Computer Science,Masters,NYU,Economics,Masters,Vanderbilt,Mathematics,,,,Masters,NYU,Economics,
223742,Associate Relationship Manager,Sales,New Application,2018-01-29,Campus Job Board,1,Campus,Masters,Harvard,Music,Bachelors,University of Texas,Management,,,,,,,Masters,Harvard,Music,
6097949,UX Designer,Product,New Application,2017-01-30,Agency,7,Experienced,Bachelors,NYU,Political Science,PhD,Georgia Tech,Business,,,,,,,PhD,Georgia Tech,Business,
398252,System Engineer,Engineering,New Application,2016-09-16,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,,Bachelors,NYU,English,
121293,System Engineer,Engineering,New Application,2018-12-14,Campus Job Board,0,Campus,Bachelors,University of Washington,Mathematics,,,,,,,,,,Bachelors,University of Washington,Mathematics,
5376084,Operations Coordinator,Operations,New Application,2018-10-17,Campus Job Board,0,Campus,Bachelors,University of Texas,Mathematics,,,,,,,,,,Bachelors,University of Texas,Mathematics,
339284,System Engineer,Engineering,New Application,2017-11-25,Career Fair,0,Campus,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
6253496,Operations Generalist,Operations,New Application,2016-10-12,Campus Job Board,4,Campus,PhD,University of Texas,Computer Science,Bachelors,NYU,Mathematics,,,,,,,PhD,University of Texas,Computer Science,
263984,Associate Product Manager,Product,New Application,2016-09-05,Website,0,Campus,Bachelors,MIT,Computer Science,Bachelors,MIT,Economics,,,,,,,Bachelors,MIT,Computer Science,
6229157,Associate Product Manager,Product,Phone Screen,2016-01-05,Campus Job Board,0,Campus,Bachelors,NYU,English,,,,,,,,,,Bachelors,NYU,English,
220595,System Engineer,Engineering,New Application,2018-09-03,Career Fair,0,Campus,Bachelors,University of Michigan,Statistics,,,,,,,,,,Bachelors,University of Michigan,Statistics,
117905,Associate Product Manager,Product,New Application,2017-01-08,Advertisement,0,Campus,Bachelors,Vanderbilt,Statistics,,,,,,,,,,Bachelors,Vanderbilt,Statistics,
1366211,Associate Relationship Manager,Sales,New Application,2018-08-24,Campus Event,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,,Bachelors,University of Texas,Statistics,
397484,Operations Generalist,Operations,New Application,2017-02-22,Campus Job Board,1,Campus,Masters,MIT,Statistics,Bachelors,MIT,Computer Science,Bachelors,MIT,Mathematics,,,,Masters,MIT,Statistics,
3105431,Operations Coordinator,Operations,New Application,2017-10-15,Website,0,Campus,Bachelors,Harvard,Political Science,,,,,,,,,,Bachelors,Harvard,Political Science,
74475,System Engineer,Engineering,New Application,2016-09-19,Career Fair,0,Campus,Bachelors,MIT,English,,,,,,,,,,Bachelors,MIT,English,
878591,Associate Product Manager,Product,New Application,2016-10-14,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,,Bachelors,University of Texas,Statistics,
56750,Operations Coordinator,Operations,New Application,2017-09-13,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
158567,System Engineer,Engineering,New Application,2017-09-22,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
6049032,System Engineer,Engineering,In-House Interview,2017-09-06,Career Fair,0,Campus,Bachelors,Columbia,Statistics,,,,,,,,,,Bachelors,Columbia,Statistics,
534012,Sr. Customer Service Operations Associate,Operations,In-House Interview,2018-09-25,Outsourced,9,Experienced,Bachelors,Georgia Tech,Economics,,,,,,,,,,Bachelors,Georgia Tech,Economics,
564236,IT Analyst,IT,New Application,2017-10-22,Campus Job Board,0,Campus,Bachelors,University of Texas,Statistics,,,,,,,,,,Bachelors,University of Texas,Statistics,
2393826,Sr. Software Engineer,Engineering,New Application,2018-05-22,Website,3,Experienced,Bachelors,Columbia,Physics,Masters,NYU,Computer Science,Masters,Columbia,English,,,,Masters,NYU,Computer Science,
380841,System Engineer,Engineering,New Application,2018-09-13,Campus Event,0,Campus,Masters,Vanderbilt,Mathematics,Bachelors,NYU,Statistics,Bachelors,NYU,Statistics,,,,Masters,Vanderbilt,Mathematics,
2548322,Associate Relationship Manager,Sales,New Application,2018-10-21,Campus Job Board,0,Campus,Bachelors,Harvard,Economics,,,,,,,,,,Bachelors,Harvard,Economics,
132359,System Engineer,Engineering,New Application,2016-09-12,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
3787211,Sr. Business Analyst,IT,New Application,2017-03-20,Website,14,Experienced,Masters,Harvard,Statistics,Bachelors,UC Berkeley,Statistics,,,,,,,Masters,Harvard,Statistics,
102959,Operations Generalist,Operations,New Application,2016-09-14,Website,0,Campus,Bachelors,Harvard,Physics,,,,,,,,,,Bachelors,Harvard,Physics,
6130826,System Engineer,Engineering,Phone Screen,2018-09-19,Website,1,Campus,PhD,NYU,Computer Science,Bachelors,NYU,Physics,,,,,,,PhD,NYU,Computer Science,
6139626,Associate Relationship Manager,Sales,New Application,2016-10-28,Campus Event,4,Campus,Bachelors,MIT,Computer Science,PhD,Harvard,Physics,,,,,,,PhD,Harvard,Physics,
6311591,System Engineer,Engineering,Phone Screen,2018-08-24,Campus Event,0,Campus,PhD,University of Texas,Statistics,Bachelors,NYU,Mathematics,,,,,,,PhD,University of Texas,Statistics,
3481656,Associate Relationship Manager,Sales,New Application,2018-08-06,Career Fair,0,Campus,Bachelors,University of Washington,Computer Science,,,,,,,,,,Bachelors,University of Washington,Computer Science,
272609,Associate Relationship Manager,Sales,New Application,2018-11-06,Website,1,Campus,Masters,Columbia,Statistics,Bachelors,NYU,Economics,,,,,,,Masters,Columbia,Statistics,
40415,System Engineer,Engineering,Phone Screen,2018-09-10,Career Fair,0,Campus,Bachelors,Harvard,Computer Science,,,,,,,,,,Bachelors,Harvard,Computer Science,
2570,System Engineer,Engineering,Offer Accepted,2016-01-05,Advertisement,0,Campus,Bachelors,Harvard,Statistics,,,,,,,,,,Bachelors,Harvard,Statistics,Offer Accepted
4655609,Associate Relationship Manager,Sales,New Application,2018-02-12,Campus Job Board,0,Campus,Bachelors,Harvard,Music,,,,,,,,,,Bachelors,Harvard,Music,
6231399,System Engineer,Engineering,Phone Screen,2018-11-25,Campus Job Board,0,Campus,Bachelors,Harvard,Computer Science,Masters,Columbia,Computer Science,PhD,MIT,Computer Science,,,,PhD,MIT,Computer Science,
423356,Business Operations Manager,Operations,New Application,2017-07-20,Advertisement,7,Experienced,Bachelors,NYU,Statistics,,,,,,,,,,Bachelors,NYU,Statistics,
6118346,System Engineer,Engineering,Phone Screen,2017-09-01,Career Fair,0,Campus,Bachelors,Vanderbilt,Computer Science,,,,,,,,,,Bachelors,Vanderbilt,Computer Science,
